,timestamp,owner,target,friendship,romance,interaction_score,statuses
439,0003-07-01T00:00.000z,6,135,0,0,3,
440,0003-08-01T00:00.000z,6,7,100,0,1,ParentOf
441,0003-08-01T00:00.000z,6,11,100,0,1,ParentOf
442,0003-08-01T00:00.000z,6,17,100,0,1,ParentOf
443,0003-08-01T00:00.000z,6,4,0,0,3,
444,0003-08-01T00:00.000z,6,3,0,0,3,
445,0003-08-01T00:00.000z,6,26,0,0,3,
446,0003-08-01T00:00.000z,6,42,0,0,3,
447,0003-08-01T00:00.000z,6,40,0,0,3,
448,0003-08-01T00:00.000z,6,137,0,0,3,
449,0003-08-01T00:00.000z,6,131,0,0,3,
450,0003-08-01T00:00.000z,6,27,0,0,3,
451,0003-08-01T00:00.000z,6,130,0,0,3,
452,0003-08-01T00:00.000z,6,148,0,0,3,
453,0003-08-01T00:00.000z,6,2,0,0,3,
454,0003-08-01T00:00.000z,6,31,0,0,3,
455,0003-08-01T00:00.000z,6,138,0,0,3,
456,0003-08-01T00:00.000z,6,38,0,0,3,
457,0003-08-01T00:00.000z,6,142,0,0,3,
458,0003-08-01T00:00.000z,6,135,0,0,3,
459,0003-09-01T00:00.000z,6,7,100,0,1,ParentOf
460,0003-09-01T00:00.000z,6,11,100,0,1,ParentOf
461,0003-09-01T00:00.000z,6,17,100,0,1,ParentOf
462,0003-09-01T00:00.000z,6,4,0,0,3,
463,0003-09-01T00:00.000z,6,3,0,0,3,
464,0003-09-01T00:00.000z,6,26,0,0,3,
465,0003-09-01T00:00.000z,6,42,0,0,3,
466,0003-09-01T00:00.000z,6,40,0,0,3,
467,0003-09-01T00:00.000z,6,137,0,0,3,
468,0003-09-01T00:00.000z,6,131,0,0,3,
469,0003-09-01T00:00.000z,6,27,0,0,3,
470,0003-09-01T00:00.000z,6,130,0,0,3,
471,0003-09-01T00:00.000z,6,148,0,0,3,
472,0003-09-01T00:00.000z,6,2,0,0,3,
473,0003-09-01T00:00.000z,6,31,0,0,3,
474,0003-09-01T00:00.000z,6,138,0,0,3,
475,0003-09-01T00:00.000z,6,38,0,0,3,
476,0003-09-01T00:00.000z,6,142,0,0,3,
477,0003-09-01T00:00.000z,6,135,0,0,3,
478,0003-10-01T00:00.000z,6,7,100,0,1,ParentOf
479,0003-10-01T00:00.000z,6,11,100,0,1,ParentOf
480,0003-10-01T00:00.000z,6,17,100,0,1,ParentOf
481,0003-10-01T00:00.000z,6,4,0,0,3,
482,0003-10-01T00:00.000z,6,3,0,0,3,
483,0003-10-01T00:00.000z,6,26,0,0,3,
